full_title,url_stub,issn,product_id,change_history
Schizophrenia Research: Cognition,schizophrenia-research-cognition,22150013,14191,
Science Bulletin,science-bulletin,20959273,18374,
Science of Computer Programming,science-of-computer-programming,1676423,5310,
Science & Justice,science-and-justice,13550306,8074,Formerly known as Journal Forensic Science Society
Science & Sports,science-and-sports,7651597,9065,
Science of The Total Environment,science-of-the-total-environment,489697,5127,
Scientia Horticulturae,scientia-horticulturae,3044238,5128,
Scientific African,scientific-african,24682276,18429,
Scripta Materialia,scripta-materialia,13596462,222,Formerly known as Scripta Metallurgica et Materialia; Incorporating Nanostructured Materials
Sealing Technology,sealing-technology,13504789,2129,
Sedimentary Geology,sedimentary-geology,370738,5360,
Seizure,seizure-european-journal-of-epilepsy,10591311,12685,
Seminars in Arthritis and Rheumatism,seminars-in-arthritis-and-rheumatism,490172,13201,
Seminars in Arthroplasty,seminars-in-arthroplasty,10454527,13115,
Seminars in Cancer Biology,seminars-in-cancer-biology,1044579X,12679,
Seminars in Cell & Developmental Biology,seminars-in-cell-and-developmental-biology,10849521,12675,Formerly known as Seminars in Cell Biology; Incorporating Seminars in Developmental Biology
Seminars in Colon and Rectal Surgery,seminars-in-colon-and-rectal-surgery,10431489,13111,
Seminars in Diagnostic Pathology,seminars-in-diagnostic-pathology,7402570,13056,
Seminars in Fetal and Neonatal Medicine,seminars-in-fetal-and-neonatal-medicine,1744165X,12700,Formerly known as Seminars in Neonatology
Seminars in Hematology,seminars-in-hematology,371963,13322,
Seminars in Immunology,seminars-in-immunology,10445323,12678,
Seminars in Nephrology,seminars-in-nephrology,2709295,13253,
Seminars in Nuclear Medicine,seminars-in-nuclear-medicine,12998,13092,
Seminars in Oncology,seminars-in-oncology,937754,13313,
Seminars in Oncology Nursing,seminars-in-oncology-nursing,7492081,13186,
Seminars in Orthodontics,seminars-in-orthodontics,10738746,13031,
Seminars in Pediatric Neurology,seminars-in-pediatric-neurology,10719091,13314,
Seminars in Pediatric Surgery,seminars-in-pediatric-surgery,10558586,13119,
Seminars in Perinatology,seminars-in-perinatology,1460005,13267,
Seminars in Radiation Oncology,seminars-in-radiation-oncology,10534296,13318,
Seminars in Roentgenology,seminars-in-roentgenology,0037198X,13108,
Seminars in Spine Surgery,seminars-in-spine-surgery,10407383,13116,
Seminars in Thoracic and Cardiovascular Surgery,seminars-in-thoracic-and-cardiovascular-surgery,10430679,13053,
Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,seminars-in-thoracic-and-cardiovascular-surgery-pediatric-cardiac-surgery-annual,10929126,13120,
"Seminars in Ultrasound, CT and MRI",seminars-in-ultrasound-ct-and-mri,8872171,13129,
Seminars in Vascular Surgery,seminars-in-vascular-surgery,8957967,13131,
Sensing and Bio-Sensing Research,sensing-and-bio-sensing-research,22141804,18026,
Sensors and Actuators A: Physical,sensors-and-actuators-a-physical,9244247,6033,Formerly part of Sensors and Actuators
Sensors and Actuators B: Chemical,sensors-and-actuators-b-chemical,9254005,6034,Formerly part of Sensors and Actuators
Separation and Purification Technology,separation-and-purification-technology,13835866,8054,Incorporating Gas Separation & Purification and Separations Technology
Sexologies,sexologies,11581360,9372,
Sexual Medicine,sexual-medicine,20501161,18855,
Sexual Medicine Reviews,sexual-medicine-reviews,20500521,18847,
Sexual & Reproductive Healthcare,sexual-and-reproductive-healthcare,18775756,8675,
"She Ji: The Journal of Design, Economics, and Innovation",she-ji-the-journal-of-design-economics-and-innovation,24058726,18225,
Signal Processing,signal-processing,1651684,5311,
Signal Processing: Image Communication,signal-processing-image-communication,9235965,5312,
Simulation Modelling Practice and Theory,simulation-modelling-practice-and-theory,1569190X,5314,Formerly known as Simulation Practice and Theory
Sleep Health,sleep-health,23527218,18790,
Sleep Medicine,sleep-medicine,13899457,5557,
Sleep Medicine Clinics,sleep-medicine-clinics,1556407X,13408,
Sleep Medicine Reviews,sleep-medicine-reviews,10870792,12705,
Sleep Medicine: X,sleep-medicine-x,25901427,18471,
Small Ruminant Research,small-ruminant-research,9214488,5129,
Smart Health,smart-health,23526483,18861,
Social Networks,social-networks,3788733,5421,
The Social Science Journal,the-social-science-journal,3623319,7443,
Social Science & Medicine,social-science-and-medicine,2779536,315,"Incorporating Social Science & Medicine. Part A: Medical Psychology & Medical Sociology, Social Science & Medicine. Part B: Medical Anthropology, Social Science & Medicine. Part C: Medical Economics, Social Science & Medicine. Part D: Medical Geography, S"
Social Science Research,social-science-research,0049089X,12113,
Social Sciences & Humanities Open,social-sciences-and-humanities-open,25902911,30119,
Socio-Economic Planning Sciences,socio-economic-planning-sciences,380121,317,
Software Impacts,software-impacts,26659638,30150,
SoftwareX,softwarex,23527110,18109,
Soil Biology and Biochemistry,soil-biology-and-biochemistry,380717,332,
Soil Dynamics and Earthquake Engineering,soil-dynamics-and-earthquake-engineering,2677261,2056,Formerly known as International Journal of Soil Dynamics and Earthquake Engineering
Soil and Tillage Research,soil-and-tillage-research,1671987,5130,Incorporating Soil Technology
Soils and Foundations,soils-and-foundations,380806,10093,
Solar Energy,solar-energy,0038092X,329,
Solar Energy Materials and Solar Cells,solar-energy-materials-and-solar-cells,9270248,5315,Incorporating Solar Cells and Solar Energy Materials
Solid Earth Sciences,solid-earth-sciences,2451912X,18212,
Solid State Communications,solid-state-communications,381098,230,
Solid-State Electronics,solid-state-electronics,381101,103,
Solid State Electronics Letters,solid-state-electronics-letters,25892088,18423,
Solid State Ionics,solid-state-ionics,1672738,5240,
Solid State Nuclear Magnetic Resonance,solid-state-nuclear-magnetic-resonance,9262040,12878,
Solid State Sciences,solid-state-sciences,12932558,9067,Formerly known as European Journal of Solid State and Inorganic Chemistry; Incorporating International Journal of Inorganic Materials
South African Journal of Botany,south-african-journal-of-botany,2546299,6067,
South African Journal of Chemical Engineering,south-african-journal-of-chemical-engineering,10269185,18259,
Space Policy,space-policy,2659646,3081,
Space Research Today,space-research-today,17529298,587,Formerly known as COSPAR Information Bulletin
Spanish Journal of Legal Medicine,spanish-journal-of-legal-medicine,24454249,16436,
Spatial and Spatio-temporal Epidemiology,spatial-and-spatio-temporal-epidemiology,18775845,5630,
Spatial Statistics,spatial-statistics,22116753,10088,
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,spectrochimica-acta-part-a-molecular-and-biomolecular-spectroscopy,13861425,5184,Formerly known as Spectrochimica Acta Part A: Molecular Spectroscopy
Spectrochimica Acta Part B: Atomic Spectroscopy,spectrochimica-acta-part-b-atomic-spectroscopy,5848547,5185,Formerly part of Spectrochimica Acta
Speech Communication,speech-communication,1676393,5316,
Spine Deformity,spine-deformity,2212134X,13459,
The Spine Journal,the-spine-journal,15299430,7760,
Sport Management Review,sport-management-review,14413523,5612,
Sports Orthopaedics and Traumatology,sports-orthopaedics-and-traumatology,0949328X,10055,
SSM - Population Health,ssm-population-health,23528273,18128,
Statistics & Probability Letters,statistics-and-probability-letters,1677152,5422,
Stem Cell Reports,stem-cell-reports,22136711,12126,
Stem Cell Research,stem-cell-research,18735061,5503,
Steroids,steroids,0039128X,7764,
Stochastic Processes and their Applications,stochastic-processes-and-their-applications,3044149,5423,
Structural Change and Economic Dynamics,structural-change-and-economic-dynamics,0954349X,5424,
Structural Safety,structural-safety,1674730,5425,
Structure,structure,9692126,2218,Incorporating Folding and Design
Structures,structures,23520124,17739,
Studies in Educational Evaluation,studies-in-educational-evaluation,0191491X,497,
Studies in History and Philosophy of Science Part A,studies-in-history-and-philosophy-of-science-part-a,393681,154,
Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,studies-in-history-and-philosophy-of-science-part-b-studies-in-history-and-philosophy-of-modern-physics,13552198,153,
Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,studies-in-history-and-philosophy-of-science-part-c-studies-in-history-and-philosophy-of-biological-and-biomedical-sciences,13698486,1023,
Studies in Mycology,studies-in-mycology,1660616,18073,
Superlattices and Microstructures,superlattices-and-microstructures,7496036,12657,
Surface and Coatings Technology,surface-and-coatings-technology,2578972,6035,Formerly known as Surface Technology
Surface Science,surface-science,396028,5241,Incorporating Surface Science Letters
Surface Science Reports,surface-science-reports,1675729,5243,
Surfaces and Interfaces,surfaces-and-interfaces,24680230,18319,
The Surgeon,the-surgeon,1479666X,5638,
Surgery,surgery,396060,13087,
Surgery for Obesity and Related Diseases,surgery-for-obesity-and-related-diseases,15507289,13367,
Surgery Open Science,surgery-open-science,25898450,18932,
Surgery Oxford,surgery-oxford,2639319,4260,
Surgical Clinics of North America,surgical-clinics-of-north-america,396109,13117,
Surgical Oncology,surgical-oncology,9607404,2212,
Surgical Oncology Clinics of North America,surgical-oncology-clinics-of-north-america,10553207,13323,
Surgical Pathology Clinics,surgical-pathology-clinics,18759181,13435,
Survey of Ophthalmology,survey-of-ophthalmology,396257,7767,
Sustainable Chemistry and Pharmacy,sustainable-chemistry-and-pharmacy,23525541,18096,
Sustainable Cities and Society,sustainable-cities-and-society,22106707,12903,
Sustainable Computing: Informatics and Systems,sustainable-computing-informatics-and-systems,22105379,12935,
"Sustainable Energy, Grids and Networks",sustainable-energy-grids-and-networks,23524677,18074,
Sustainable Energy Technologies and Assessments,sustainable-energy-technologies-and-assessments,22131388,10125,
Sustainable Materials and Technologies,sustainable-materials-and-technologies,22149937,17064,
Sustainable Production and Consumption,sustainable-production-and-consumption,23525509,18140,
Swarm and Evolutionary Computation,swarm-and-evolutionary-computation,22106502,8724,
Synergy,synergy,22137130,10079,
Synthetic Metals,synthetic-metals,3796779,6036,
Synthetic and Systems Biotechnology,synthetic-and-systems-biotechnology,2405805X,18215,
System,system,0346251X,335,
Systematic and Applied Microbiology,systematic-and-applied-microbiology,7232020,10022,"Formerly known as Zentralblatt für Bakteriologie Mikrobiologie und Hygiene: I. Abt. Originale C: Allgemeine, angewandte und ökologische Mikrobiologie"
Systems & Control Letters,systems-and-control-letters,1676911,5427,
Taiwanese Journal of Obstetrics and Gynecology,taiwanese-journal-of-obstetrics-and-gynecology,10284559,8587,
Talanta,talanta,399140,5187,
Teaching and Learning in Nursing,teaching-and-learning-in-nursing,15573087,13405,
Teaching and Teacher Education,teaching-and-teacher-education,0742051X,224,
Technical Innovations & Patient Support in Radiation Oncology,technical-innovations-and-patient-support-in-radiation-oncology,24056324,8191,
Techniques in Gastrointestinal Endoscopy,techniques-in-gastrointestinal-endoscopy,10962883,13268,
Techniques in Vascular and Interventional Radiology,techniques-in-vascular-and-interventional-radiology,10892516,13126,
Technological Forecasting and Social Change,technological-forecasting-and-social-change,401625,7771,Formerly known as Technological Forecasting
Technology in Society,technology-in-society,0160791X,384,
Technovation,technovation,1664972,2109,
Tectonophysics,tectonophysics,401951,5361,
Telecommunications Policy,telecommunications-policy,3085961,3083,
Telematics and Informatics,telematics-and-informatics,7365853,703,
Tetrahedron,tetrahedron,404020,942,
Tetrahedron Letters,tetrahedron-letters,404039,233,
Theoretical and Applied Fracture Mechanics,theoretical-and-applied-fracture-mechanics,1678442,5245,
Theoretical and Applied Mechanics Letters,theoretical-and-applied-mechanics-letters,20950349,18149,
Theoretical Computer Science,theoretical-computer-science,3043975,5317,
Theoretical Population Biology,theoretical-population-biology,405809,12117,
Thérapie,therapie,405957,16415,
Theriogenology,theriogenology,0093691X,7774,
Thermal Science and Engineering Progress,thermal-science-and-engineering-progress,24519049,18308,
Thermochimica Acta,thermochimica-acta,406031,5188,
Thin Solid Films,thin-solid-films,406090,6037,
Thin-Walled Structures,thin-walled-structures,2638231,2057,
Thinking Skills and Creativity,thinking-skills-and-creativity,18711871,4240,
